10.0, 10.0
11.0, 10.0
10.0, 11.0
10.0, 12.0
10.0, 13.0
10.0, 14.0
10.0, 15.0
10.0, 16.0
10.0, 17.0
10.0, 18.0
10.0, 19.0
10.0, 20.0
10.0, 21.0
11.0, 22.0
12.0, 23.0
13.0, 24.0
14.0, 25.0
15.0, 26.0
16.0, 27.0
17.0, 28.0
18.0, 29.0
19.0, 30.0
20.0, 31.0
21.0, 32.0
22.0, 33.0
23.0, 34.0
24.0, 35.0
25.0, 36.0
26.0, 37.0
27.0, 38.0
28.0, 39.0
29.0, 40.0
30.0, 41.0
31.0, 42.0
32.0, 43.0
33.0, 44.0
34.0, 45.0
35.0, 46.0
36.0, 47.0
37.0, 48.0
38.0, 49.0
39.0, 50.0
40.0, 51.0
41.0, 52.0
42.0, 53.0
43.0, 54.0
44.0, 55.0
45.0, 56.0
46.0, 57.0
47.0, 58.0
48.0, 59.0
49.0, 60.0
50.0, 61.0
51.0, 62.0
52.0, 63.0
53.0, 64.0
54.0, 65.0
55.0, 66.0
56.0, 67.0
57.0, 68.0
58.0, 69.0
59.0, 70.0
60.0, 71.0
61.0, 72.0
62.0, 73.0
63.0, 74.0
64.0, 75.0
65.0, 76.0
66.0, 77.0
67.0, 78.0
68.0, 79.0
69.0, 80.0
70.0, 81.0
71.0, 82.0
72.0, 83.0
73.0, 84.0
74.0, 85.0
75.0, 86.0
76.0, 87.0
77.0, 88.0
78.0, 89.0
79.0, 90.0
80.0, 91.0
81.0, 92.0
82.0, 93.0
83.0, 94.0
84.0, 95.0
85.0, 96.0
86.0, 97.0
87.0, 98.0
88.0, 99.0
89.0, 100.0
90.0, 101.0
91.0, 102.0
92.0, 103.0
93.0, 104.0
94.0, 105.0
95.0, 106.0
96.0, 106.0
97.0, 106.0
98.0, 106.0
99.0, 106.0
100.0, 106.0
101.0, 106.0
102.0, 106.0
103.0, 106.0
104.0, 106.0
105.0, 106.0
106.0, 106.0
107.0, 106.0
108.0, 106.0
109.0, 106.0
110.0, 106.0
111.0, 106.0
112.0, 106.0
113.0, 106.0
114.0, 106.0
115.0, 106.0
116.0, 106.0
117.0, 106.0
118.0, 106.0
119.0, 106.0
120.0, 106.0
121.0, 106.0
122.0, 106.0
123.0, 106.0
124.0, 106.0
125.0, 106.0
126.0, 106.0
127.0, 106.0
128.0, 106.0
129.0, 106.0
130.0, 106.0
131.0, 106.0
132.0, 106.0
133.0, 106.0
134.0, 106.0
135.0, 106.0
136.0, 106.0
137.0, 106.0
138.0, 106.0
139.0, 106.0
140.0, 106.0
141.0, 106.0
142.0, 106.0
143.0, 106.0
144.0, 106.0
145.0, 106.0
146.0, 106.0
147.0, 106.0
148.0, 106.0
149.0, 106.0
150.0, 106.0
151.0, 106.0
152.0, 106.0
153.0, 106.0
154.0, 106.0
155.0, 106.0
156.0, 106.0
157.0, 106.0
158.0, 106.0
159.0, 106.0
160.0, 106.0
161.0, 106.0
162.0, 106.0
163.0, 106.0
164.0, 106.0
165.0, 106.0
166.0, 106.0
167.0, 106.0
168.0, 106.0
169.0, 106.0
170.0, 106.0
171.0, 106.0
172.0, 107.0
173.0, 108.0
174.0, 109.0
175.0, 110.0
176.0, 111.0
177.0, 112.0
178.0, 113.0
179.0, 114.0
180.0, 115.0
181.0, 116.0
182.0, 117.0
183.0, 118.0
184.0, 119.0
185.0, 120.0
186.0, 121.0
187.0, 122.0
188.0, 123.0
189.0, 124.0
190.0, 125.0
191.0, 126.0
192.0, 127.0
193.0, 128.0
194.0, 129.0
195.0, 130.0
196.0, 131.0
197.0, 132.0
198.0, 133.0
199.0, 134.0
200.0, 135.0
201.0, 136.0
202.0, 137.0
203.0, 138.0
204.0, 139.0
205.0, 140.0
206.0, 141.0
207.0, 142.0
208.0, 143.0
209.0, 144.0
210.0, 145.0
211.0, 146.0
212.0, 147.0
213.0, 148.0
214.0, 149.0
215.0, 150.0
216.0, 151.0
217.0, 152.0
218.0, 153.0
219.0, 154.0
220.0, 155.0
221.0, 156.0
222.0, 157.0
223.0, 158.0
224.0, 159.0
225.0, 160.0
226.0, 161.0
227.0, 162.0
228.0, 163.0
229.0, 164.0
230.0, 165.0
231.0, 166.0
232.0, 167.0
233.0, 168.0
234.0, 168.0
235.0, 169.0
236.0, 169.0
237.0, 170.0
238.0, 170.0
239.0, 171.0
240.0, 172.0
241.0, 172.0
242.0, 173.0
243.0, 173.0
244.0, 174.0
245.0, 175.0
246.0, 175.0
247.0, 176.0
248.0, 176.0
249.0, 177.0
250.0, 177.0
251.0, 178.0
252.0, 179.0
253.0, 179.0
254.0, 180.0
255.0, 180.0
256.0, 181.0
257.0, 181.0
258.0, 182.0
259.0, 183.0
260.0, 183.0
261.0, 184.0
262.0, 184.0
263.0, 185.0
264.0, 185.0
265.0, 186.0
266.0, 187.0
267.0, 187.0
268.0, 188.0
269.0, 188.0
270.0, 189.0
271.0, 190.0
272.0, 190.0
273.0, 191.0
274.0, 191.0
275.0, 192.0
276.0, 192.0
277.0, 193.0
278.0, 194.0
279.0, 194.0
280.0, 195.0
281.0, 195.0
282.0, 196.0
283.0, 196.0
284.0, 197.0
285.0, 198.0
286.0, 198.0
287.0, 199.0
288.0, 199.0
289.0, 200.0
290.0, 201.0
291.0, 201.0
292.0, 202.0
293.0, 202.0
294.0, 203.0
295.0, 203.0
296.0, 204.0
297.0, 205.0
298.0, 205.0
299.0, 206.0
300.0, 206.0
301.0, 206.0
302.0, 206.0
303.0, 206.0
304.0, 206.0
305.0, 206.0
306.0, 206.0
307.0, 206.0
308.0, 206.0
309.0, 206.0
310.0, 206.0
311.0, 206.0
312.0, 206.0
313.0, 206.0
314.0, 206.0
315.0, 206.0
316.0, 206.0
317.0, 206.0
318.0, 206.0
319.0, 206.0
320.0, 206.0
321.0, 206.0
322.0, 206.0
323.0, 206.0
324.0, 206.0
325.0, 206.0
326.0, 206.0
327.0, 206.0
328.0, 206.0
329.0, 206.0
330.0, 206.0
331.0, 206.0
332.0, 206.0
333.0, 206.0
334.0, 206.0
335.0, 206.0
336.0, 206.0
337.0, 206.0
338.0, 206.0
339.0, 206.0
340.0, 206.0
341.0, 206.0
342.0, 206.0
343.0, 206.0
344.0, 206.0
345.0, 206.0
346.0, 206.0
347.0, 206.0
348.0, 206.0
349.0, 206.0
350.0, 206.0
351.0, 206.0
352.0, 206.0
353.0, 206.0
354.0, 206.0
355.0, 206.0
356.0, 206.0
357.0, 206.0
358.0, 206.0
359.0, 206.0
360.0, 206.0
361.0, 206.0
362.0, 206.0
363.0, 206.0
364.0, 206.0
365.0, 206.0
366.0, 206.0
367.0, 206.0
368.0, 206.0
369.0, 206.0
370.0, 206.0
371.0, 206.0
372.0, 206.0
373.0, 206.0
374.0, 206.0
375.0, 206.0
376.0, 206.0
377.0, 206.0
378.0, 206.0
379.0, 206.0
380.0, 206.0
381.0, 206.0
382.0, 206.0
383.0, 206.0
384.0, 206.0
385.0, 206.0
386.0, 206.0
387.0, 206.0
388.0, 206.0
389.0, 206.0
390.0, 206.0
391.0, 206.0
392.0, 206.0
393.0, 206.0
394.0, 206.0
395.0, 206.0
396.0, 206.0
397.0, 206.0
398.0, 206.0
399.0, 206.0
400.0, 206.0
401.0, 206.0
402.0, 206.0
403.0, 206.0
404.0, 206.0
405.0, 206.0
406.0, 206.0
407.0, 206.0
408.0, 206.0
409.0, 206.0
410.0, 206.0
411.0, 206.0
412.0, 206.0
413.0, 206.0
414.0, 206.0
415.0, 206.0
416.0, 206.0
417.0, 206.0
418.0, 206.0
419.0, 206.0
420.0, 206.0
421.0, 206.0
422.0, 206.0
423.0, 206.0
424.0, 206.0
425.0, 206.0
426.0, 206.0
427.0, 206.0
428.0, 206.0
429.0, 206.0
430.0, 206.0
431.0, 207.0
432.0, 208.0
433.0, 209.0
434.0, 210.0
435.0, 211.0
436.0, 212.0
437.0, 213.0
438.0, 214.0
439.0, 215.0
440.0, 216.0
441.0, 217.0
442.0, 218.0
443.0, 219.0
444.0, 220.0
445.0, 221.0
446.0, 222.0
447.0, 223.0
448.0, 224.0
449.0, 225.0
450.0, 226.0
451.0, 227.0
452.0, 228.0
453.0, 229.0
454.0, 230.0
455.0, 231.0
456.0, 231.0
457.0, 231.0
458.0, 231.0
459.0, 231.0
460.0, 231.0
461.0, 231.0
462.0, 231.0
463.0, 231.0
464.0, 231.0
465.0, 231.0
466.0, 231.0
467.0, 231.0
468.0, 231.0
469.0, 231.0
470.0, 231.0
471.0, 231.0
472.0, 231.0
473.0, 231.0
474.0, 231.0
475.0, 231.0
476.0, 231.0
477.0, 231.0
478.0, 231.0
479.0, 231.0
480.0, 231.0
481.0, 231.0
482.0, 231.0
483.0, 231.0
484.0, 231.0
485.0, 231.0
486.0, 231.0
487.0, 231.0
488.0, 231.0
489.0, 231.0
490.0, 231.0
491.0, 231.0
492.0, 231.0
493.0, 231.0
494.0, 231.0
495.0, 231.0
496.0, 231.0
497.0, 231.0
498.0, 231.0
499.0, 231.0
500.0, 230.0
501.0, 229.0
502.0, 228.0
503.0, 227.0
504.0, 226.0
505.0, 225.0
506.0, 224.0
507.0, 223.0
508.0, 222.0
509.0, 221.0
510.0, 220.0
511.0, 219.0
512.0, 218.0
513.0, 217.0
514.0, 216.0
515.0, 215.0
516.0, 214.0
517.0, 213.0
518.0, 212.0
519.0, 211.0
520.0, 210.0
521.0, 209.0
522.0, 208.0
523.0, 207.0
524.0, 206.0
525.0, 205.0
526.0, 204.0
527.0, 203.0
528.0, 202.0
529.0, 201.0
530.0, 200.0
